"商品特定コード指定","システム商品コード","独自商品コード","商品名","販売価格","数量","オプショングループ"
"0","000000001379","n-paxcflx402","Panasonic Let's note CF-LX4 Webカメラ 14インチ 第5世代 Core i5 5200U メモリ8GB 新品SSD256GB DVDマルチ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","23800","0","[SP4180]"
"0","000000001380","n-paxnx304","Panasonic Let's note CF-NX3 12.1インチ 第4世代 Core i3 4100U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","17800","0","[SP4180]"
"0","000000001381","n-eprnj4100e02","EPSON Endeavor NJ4100E Webカメラ 15.6インチ 第7世代 Celeron 3865U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","19800","0","[SP4180]"
"0","000000001382","n-fumnh77f301","富士通 FMV LIFEBOOK NH77/F3 Windows11 Home Webカメラ シャンパンゴールド 17.3インチ Ryzen 7 5700U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","81800","0","[SP4340]"
"0","000000001383","n-hpx13be0038au01","HP Pavilion Aero 13-be0038AU Webカメラ 13.3インチ Ryzen 7 5800U メモリ16GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","69800","0","[SP4830]"
"0","000000001384","n-lexe14gen301","Lenovo ThinkPad E14 Gen 3 Webカメラ 14インチ Ryzen 7 5700U メモリ16GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","67800","0","[SP4830]"
"0","000000001385","n-lexe49501","Lenovo ThinkPad E495 Webカメラ 14インチ AMD Ryzen 5 3500U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","29800","0","[SP4340]"
"0","000000001386","n-lexe59501","Lenovo ThinkPad E595 Webカメラ 15.6インチ Ryzen 3 3200U メモリ8GB 新品NVMe SSD250GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","25800","0","[SP4340]"
"0","000000001387","n-tomaz45ew01","東芝 dynabook AZ45/EW Windows11 Home Webカメラ リュクスホワイト 15.6インチ 第7世代 Core i5 7200U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","29800","0","[SP4180]"
"0","000000001388","n-tombz35fb01","東芝 dynabook BZ35/FB Webカメラ 15.6インチ 第6世代 Core i3 6006U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","19800","0","[SP4180]"
"0","000000001389","n-tomr7337mb01","東芝 dynabook R73/37MB Windows11 Home Webカメラ グラファイトブラック 13.3インチ 第4世代 Core i7 4710MQ メモリ8GB 新品SSD256GB DVDマルチ 無線LAN Bluetooth ノートパソコン Office付き 中古","24800","0","[SP4180]"
"0","000000001390","n-tomr73437kb01","東芝 dynabook R734/37KB Windows11 Home Webカメラ グラファイトブラック 13.3インチ 第4世代 Core i7 4700MQ メモリ8GB 新品SSD256GB DVDマルチ 無線LAN Bluetooth ノートパソコン Office付き 中古","23800","0","[SP4180]"
"0","000000001391","n-tomr73w4m01","東芝 dynabook R73/W4M Webカメラ グラファイトブラック 13.3インチ 第4世代 Core i7 4710MQ メモリ8GB 新品SSD256GB DVDマルチ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","24800","0","[SP4180]"
"0","000000001392","n-toraz15vw01","東芝 dynabook AZ15/VW Windows11 Home Webカメラ リュクスホワイト 15.6インチ 第5世代 Celeron 3215U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","19800","0","[SP4180]"
"0","000000001393","n-toxr63j01","東芝 dynabook R63/J Webカメラ 13.3インチ 第7世代 Core i5 7200U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","26800","0","[SP4830]"
"0","000000001394","n-toxr63m03","東芝 dynabook R63/M 13.3インチ 第7世代 Core i5 7300U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","26800","0","[SP4830]"
"0","000000001395","n-toxr63p05","東芝 dynabook R63/P 13.3インチ 第5世代 Core i3 5005U メモリ8GB SSD128GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","17800","0","[SP4160]"
"0","000000001396","n-toxr63p06","東芝 dynabook R63/P Webカメラ 13.3インチ 第5世代 Core i5 5200U メモリ8GB SSD128GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","19800","0","[SP4160]"
"0","000000001397","n-toxr63t01","東芝 dynabook R63/T 13.3インチ 第6世代 Core i5 6300U メモリ8GB SSD128GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","25800","1","[SP4160]"
"0","000000001403","sw-aomei-001","バックアップ＆復元ソフト AOMEI Backupper Professional 永久ライセンス版 同期 クローン 【ダウンロード版】","10208","98",""
"0","000000001404","sw-aomei-002","バックアップ＆復元ソフト AOMEI OneKey Recovery Professional 永久ライセンス版 【ダウンロード版】","3861","110",""
"0","000000001405","sw-aomei-003","パーティション管理ソフト AOMEI Partition Assistant Professional 永久ライセンス版 【ダウンロード版】","8668","65",""
"0","000000001406","sw-easeus-001","データ復旧ソフト EaseUS Data Recovery Wizard Pro 1ヶ月ライセンス 1年間ライセンス 永久ライセンス 復元 リカバリー 【ダウンロード版】","9790","90","[SP3270]"
"0","000000001407","sw-easeus-002","バックアップソフト EaseUS Todo Backup Home 1ヶ月ライセンス 1年間ライセンス 永久ライセンス HDD SSD クローン 【ダウンロード版】","2629","80","[SP3280]"
"0","000000001408","sw-easeus-003","パーティション管理ソフト EaseUS Partition Master Professional 1ヶ月ライセンス 1年間ライセンス 永久ライセンス MBR GPT 【ダウンロード版】","3949","51","[SP3290]"
"0","000000001409","sw-easeus-004","PCデータ移行ソフト EaseUS Todo PCTrans Professional 1ヶ月/1年間/永久ライセンス データ移行 データ復元 【ダウンロード版】","4378","12","[SP3300]"
"0","000000001410","sw-easeus-005","動画ダウンローダー EaseUS Video Downloader 1ヶ月ライセンス 1年間ライセンス 永久ライセンス 復元 リカバリー 音楽 MP3変換 【ダウンロード版】","1716","94","[SP3310]"
"0","000000001411","sw-easeus-006","動画編集ソフト EaseUS Video Editor Pro 1ヶ月ライセンス 1年間ライセンス 永久ライセンス 動画エフェクト 【ダウンロード版】","2369","109","[SP3320]"
"0","000000001412","sw-easeus-007","画面録画ソフト EaseUS RecExperts Pro 1ヶ月ライセンス 1年間ライセンス 永久ライセンス 画面キャプチャー スクリーンレコーダー ボイスレコーダー スクリーンショット 【ダウンロード版】","2629","86","[SP3330]"
"0","000000001413","n-deb15555901","DELL Inspiron 15 5559 Webカメラ 15.6インチ 第6世代 Core i5 6200U メモリ8GB 新品SSD256GB ブルーレイ BD-RE テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","27800","0","[SP4180]"
"0","000000001414","n-dem354005","DELL Latitude 3540 Webカメラ 15.6インチ 第4世代 Core i5 4300U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","18800","0","[SP4180]"
"0","000000001415","n-dex528002","DELL Latitude 5280 Webカメラ 12.5インチ 第7世代 Core i5 7300U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","28800","0","[SP4340]"
"0","000000001416","n-dexe745001","DELL Latitude E7450 Webカメラ 14インチ 第5世代 Core i3 5010U メモリ8GB SSD128GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","17800","0","[SP4160]"
"0","000000001417","n-dexe747002","DELL Latitude E7470 Webカメラ 14インチ 第6世代 Core i5 6300U メモリ16GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","30800","0","[SP4830]"
"0","000000001418","n-fura576rx01","富士通 LIFEBOOK A576/RX 15.6インチ 第7世代 Celeron 3865U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","19800","0","[SP4180]"
"0","000000001419","n-hpm470g101","HP ProBook 470 G1 Webカメラ 17.3インチ 第4世代 Core i7 4710MQ メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","25800","0","[SP4180]"
"0","000000001420","n-hpx430g306","HP ProBook 430 G3 Webカメラ 13.3インチ 第6世代 Celeron 3855U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","17800","0","[SP4180]"
"0","000000001421","n-hpx430g307","HP ProBook 430 G3 Webカメラ 13.3インチ 第6世代 Core i3 6100U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","19800","0","[SP4180]"
"0","000000001422","n-hpx430g511","HP ProBook 430 G5 Webカメラ 13.3インチ 第7世代 Core i3 7020U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","21800","1","[SP4340]"
"0","000000001423","n-hpx450g201","HP ProBook 450 G2 Webカメラ 15.6インチ 第5世代 Celeron 3205U メモリ8GB 新品SSD256GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","15800","0","[SP4180]"
"0","000000001424","n-lext440s02","Lenovo ThinkPad T440s 14インチ 第4世代 Core i7 4600U メモリ12GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","26800","0","[SP4180]"
"0","000000001425","n-mormbf5755n1sh201","マウスコンピューター Windows11 Home Webカメラ m-Book MB-F575SN1-SH2 15.6インチ 第7世代 Core i7 7500U メモリ16GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","42800","0","[SP4180]"
"0","000000001426","n-mormpronb590ba01","マウスコンピューター MPro-NB590BA-MDL Webカメラ 15.6インチ 第5世代 Core i3 5005U メモリ16GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","22800","0","[SP4180]"
"0","000000001427","n-mormpronb590f201","マウスコンピューター MousePro MPro-NB590F2-SSD-1704 Webカメラ 15.6インチ 第6世代 Core i3 6100U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","19800","0","[SP4180]"
"0","000000001428","n-moxlbf531bn01","マウスコンピューター Windows11 Home LuvBook LB-F531BN Webカメラ 15.6インチ 第6世代 Core i3 6100U メモリ8GB 新品SSD256GB テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","19800","0","[SP4180]"
"0","000000001429","n-moxlbf531xn2s01","マウスコンピューター Windows11 Home LuvBook LB-F531XN2-S2 Webカメラ 15.6インチ 第6世代 Core i3 6100U メモリ8GB 新品SSD256GB テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","19800","0","[SP4180]"
"0","000000001430","n-moxlbj321essd01","マウスコンピューター Windows11 Home LuvBook LB-J321E-SSD Webカメラ 13.3インチ 第5世代 Celeron 3215U メモリ8GB 新品SSD256GB 無線LAN Bluetooth ノートパソコン Office付き 中古","15800","0","[SP4180]"
"0","000000001431","n-moxmpronb591f01","マウスコンピューター MPro-NB591F-SSD-A Webカメラ 15.6インチ 第7世代 Core i3 7100U メモリ8GB 新品SSD256GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","21800","0","[SP4180]"
"0","000000001432","n-moxpcmni65w1h01","マウスコンピューター Windows11 Home PCMNI65W1H16K Webカメラ 15.6インチ 第6世代 Core i7 6500U メモリ8GB 新品SSD256GB テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","34800","0","[SP4180]"
"0","000000001433","n-nempcgn17cjsa601","NEC LAVIE Smart NS(e) PC-GN17CJSA6 Windows11 Home Webカメラ 15.6インチ 第5世代 Celeron 3215U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","16800","0","[SP4180]"
"0","000000001434","n-nemvjt16x401","NEC VersaPro VJT16/X-4 15.6インチ 第8世代 Core i5 8250U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","31800","0","[SP4340]"
"0","000000001435","n-nemvk20lfwn02","NEC VersaPro VK20L/FW-N Webカメラ 15.6インチ 第5世代 Core i3 5005U メモリ8GB 新品SSD128GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","16800","0","[SP4170]"
"0","000000001436","n-nemvk22tfwn02","NEC VersaPro VK22T/FW-N Webカメラ 15.6インチ 第5世代 Core i5 5200U メモリ8GB 新品SSD128GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","20800","0","[SP4170]"
"0","000000001437","n-nemvk24lfwh01","NEC VersaPro VK24L/FW-H Webカメラ 15.6インチ 第3世代 Core i3 3110M メモリ8GB 新品SSD128GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","14800","0","[SP4170]"
"0","000000001438","n-nemvk26tlk01","NEC VersaPro VK26T/L-K Webカメラ 15.6インチ 第4世代 Core i5 4210M メモリ8GB 新品SSD128GB DVDマルチ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","17800","0","[SP4170]"
"0","000000001439","n-nemvkt25f302","NEC VersaPro VKT25/F-3 Webカメラ 15.6インチ 第7世代 Core i5 7200U メモリ8GB 新品SSD512GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","30800","0","[SP3680]"
"0","000000001440","n-nerns310rab201","NEC LAVIE Note Standard NS310RAB-2 カームブラック Windows11 Home Webカメラ 15.6インチ 第8世代 Core i3 8145U メモリ8GB 新品NVMe SSD250GB DVDROM テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","24800","0","[SP4830]"
"0","000000001441","n-nersls350rsw01","NEC LaVie S LS350/RSW エクストラホワイト Windows11 Home Webカメラ 15.6インチ 第4世代 Core i3 4000M メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","17800","0","[SP4180]"
"0","000000001442","n-nersls350ssw01","NEC LaVie S LS350/SSW エクストラホワイト Windows11 Home Webカメラ 15.6インチ 第4世代 Core i3 4000M メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","17800","0","[SP4180]"
"0","000000001443","n-nexvcvk27mck01","NEC VersaPro UltraLite タイプVC VK27M/C-K 13.3インチ 第4世代 Core i5 4310M メモリ8GB 新品SSD128GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","17800","1","[SP4170]"
"0","000000001444","n-nexvgvj22tgsl01","NEC VersaPro J UltraLite タイプVG VJ22T/GS-L 13.3インチ 第5世代 Core i5 5200U メモリ4GB SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","17800","0","[SP4150]"
"0","000000001445","n-nexvgvj23tgwu01","NEC VersaPro J UltraLite タイプVG VJ23T/GW-U 2-in-1 タブレットPC Webカメラ 13.3インチ 第6世代 Core i5 6200U メモリ8GB SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","27800","0","[SP4150]"
"0","000000001446","n-nexvgvjl27b401","NEC VersaPro J UltraLite タイプVG VJL27/B-4 12.5インチ 第7世代 Core i3 7130U メモリ4GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","18800","0","[SP4830]"
"0","000000001447","n-nexvk23laau01","NEC VersaPro VK23L/AA-U 15.6インチ 第6世代 Core i3 6100U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","19800","0","[SP4830]"
"0","000000001448","n-nexvk25lag01","NEC VersaPro VK25L/A-G 15.6インチ 第3世代 Core i3 3120M メモリ8GB 新品SSD128GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","14800","0","[SP4170]"
"0","000000001449","n-pamcfsz601","Panasonic Let's note CF-SZ6 Webカメラ 12.1インチ 第7世代 Core i7 7600U メモリ16GB SSD256GB DVDマルチ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","42800","0","[SP4150]"
"0","000000001450","n-paxcfxz601","Panasonic Let's note CF-XZ6 2-in-1 タブレットPC Webカメラ 12インチ 第7世代 Core i5 7300U メモリ8GB SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","32800","0","[SP4150]"
"0","000000001451","n-somvjf15101","SONY VAIO Fit 15E VJF151 Webカメラ 15.5インチ 第4世代 Core i5 4210U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","18800","0","[SP4180]"
"0","000000001452","n-somvjf152c11n01","SONY VAIO Fit 15E VJF152C11N Webカメラ 15.5インチ 第4世代 Core i3 4030U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","16800","0","[SP4180]"
